,PLAYER NAME,Avg Fairs Hit
165,John Peterson,0.6752136752136753
166,John Senden,0.6333507541042445
167,Johnson Wagner,0.6354860719669341
168,Jon Curran,0.6590477810053186
169,Jon Rahm,0.6144032968525657
170,Jonas Blixt,0.6055134220498861
171,Jonathan Byrd,0.6081278973983091
172,Jonathan Randolph,0.6053944349733883
173,Jordan Spieth,0.5739672463931645
174,Joseph Bramlett,0.5712415406445979
175,Josh Teater,0.6658127776460696
176,José de Jesús Rodríguez,0.6030871003307607
177,Julián Etulain,0.5907187337342673
178,Justin Leonard,0.7169590643274854
179,Justin Rose,0.6101757736190253
180,Justin Thomas,0.569412115747178
181,K.H. Lee,0.6468399136303241
182,K.J. Choi,0.6585932232307838
183,Keegan Bradley,0.6502575028746012
184,Keith Mitchell,0.5844596167486062
185,Kelly Kraft,0.6197708880550805
186,Ken Duke,0.6690162487898802
187,Kevin Chappell,0.6022576512255005
188,Kevin Kisner,0.6687201492852061
189,Kevin Na,0.6379143530424115
190,Kevin Streelman,0.6690061753061708
191,Kevin Tway,0.5268812953175993
192,Kiradech Aphibarnrat,0.6418615235819537
193,Kramer Hickok,0.6832625587685183
194,Kris Ventura,0.5863616634112954
195,Kyle Jones,0.6862106406080347
196,Kyle Reifers,0.6400980274666878
197,Kyle Stanley,0.6858009105090944
198,Kyle Thompson,0.6298600311041991
199,Lanto Griffin,0.5648274424128028
200,Lee Westwood,0.6131623947803481
201,Louis Oosthuizen,0.6266251526855334
202,Lucas Glover,0.6477630797320703
203,Luke Donald,0.5751273928365872
204,Luke Guthrie,0.5719315356010313
205,Luke List,0.5454278903144304
206,Mackenzie Hughes,0.582944462043028
207,Marc Leishman,0.5762591203957957
208,Mark Anderson,0.6100194514734202
209,Mark Hubbard,0.6444682055582766
210,Mark Wilson,0.6536536536536537
211,Martin Flores,0.548429877683545
212,Martin Laird,0.6260350553800872
213,Martin Piller,0.5874138484432903
214,Martin Trainer,0.4948894998809233
215,Matt Atkins,0.5749656121045392
216,Matt Every,0.5336645452956783
217,Matt Fitzpatrick,0.6633634350085813
218,Matt Jones,0.5866804551045163
219,Matt Kuchar,0.6534665641003202
220,Matt Wallace,0.5646134525851507
221,Matthew NeSmith,0.6461636501802002
222,Matthew Wolff,0.5501061019990524
223,Maverick McNealy,0.5935468084223341
224,Max Homa,0.5782698413887897
225,Michael Gellerman,0.6423937076371018
226,Michael Gligic,0.5912242466975413
227,Michael Kim,0.5505442777668274
228,Michael Putnam,0.6147332768839966
229,Michael Thompson,0.640163287324313
230,Miguel Angel Carballo,0.6361355081555834
231,Morgan Hoffmann,0.5767273969261061
232,Nate Lashley,0.6240504150700604
233,Nelson Ledesma,0.5511881558219636
234,Nicholas Lindheim,0.5831513111564675
235,Nicholas Thompson,0.6870292887029289
236,Nick Taylor,0.6081348442813931
237,Nick Watney,0.5656862058587682
238,Ollie Schniederjans,0.5086292750981859
239,Oscar Fraustro,0.6178428761651131
240,Padraig Harrington,0.5618911399349504
241,Pat Perez,0.638071556408914
242,Patrick Cantlay,0.6009101707491942
243,Patrick Reed,0.5748896399117874
244,Patrick Rodgers,0.5614536910139878
245,Patton Kizzire,0.5602255838545473
246,Paul Casey,0.64225953940336
247,Peter Malnati,0.5771393610129109
248,Peter Uihlein,0.5029916045010356
249,Phil Mickelson,0.5400047109976572
250,Rafa Cabrera Bello,0.6415251128973576
251,Rafael Campos,0.5763723150357996
252,Retief Goosen,0.564947207820887
253,Rhein Gibson,0.5256882326069134
254,Richy Werenski,0.6222463734417565
255,Rick Lamb,0.648068669527897
256,Rickie Fowler,0.6242098425455777
257,Ricky Barnes,0.5246112027721763
258,Rob Oppenheim,0.5977310643637279
259,Robby Shelton,0.5849568738596453
260,Robert Allenby,0.5905907409177168
261,Robert Garrigus,0.566305188461097
262,Robert Streb,0.5799966303266019
263,Roberto Castro,0.6724420153534382
264,Roberto Díaz,0.6552096949416433
265,Rod Pampling,0.6280639699461863
266,Roger Sloan,0.6032979594032807
267,Rory McIlroy,0.5790550716896262
268,Rory Sabbatini,0.6274365928328842
269,Russell Henley,0.6618209785739396
270,Russell Knox,0.6655242851285799
271,Ryan Armour,0.7335491820225916
272,Ryan Blaum,0.6258214284323822
273,Ryan Brehm,0.5084642147696811
274,Ryan Moore,0.7009404416137374
275,Ryan Palmer,0.5886513570008215
276,Ryo Ishikawa,0.5415519183826751
277,Sam Burns,0.5695872763370818
278,Sam Ryder,0.6339548574602839
279,Sam Saunders,0.610299315166624
280,Sangmoon Bae,0.6075827979111998
281,Satoshi Kodaira,0.6760198054694295
282,Scott Brown,0.6393415371422518
283,Scott Harrington,0.5897090972646032
284,Scott Langley,0.6524657999264981
285,Scott Piercy,0.6205035764889912
286,Scott Pinckney,0.6199742523271936
287,Scott Stallings,0.5769201130254478
288,Scottie Scheffler,0.6236333493414532
289,Seamus Power,0.5717975317834573
290,Sean O'Hair,0.6051415627894279
291,Sebastian Cappelen,0.5150193122062451
292,Sebastián Muñoz,0.5940862737460406
293,Sepp Straka,0.6057476570187902
294,Sergio Garcia,0.6069689557058074
295,Seth Reeves,0.5721925133689839
296,Seung-Yul Noh,0.5235850187396788
297,Shane Lowry,0.619501357274124
298,Shawn Stefani,0.5987957860215566
299,Si Woo Kim,0.6054062818425557
300,Smylie Kaufman,0.5385287980171054
301,Spencer Levin,0.6823145317651039
302,Stephan Jaeger,0.5914590163142928
303,Steve Marino,0.5846477392218717
304,Steve Stricker,0.6322930800542741
305,Steve Wheatcroft,0.6534595658423198
306,Steven Alker,0.6947418657571593
307,Steven Bowditch,0.47476500074022016
308,Stewart Cink,0.5688065431930607
309,Stuart Appleby,0.6224066390041494
310,Sung Joon Park,0.6573033707865169
311,Sung Kang,0.5792964121454293
312,Sungjae Im,0.6635056398646061
313,Søren Kjeldsen,0.6920821114369502
314,Tag Ridings,0.5818181818181818
315,Talor Gooch,0.5862415148613205
316,Ted Potter Jr.,0.6194505376438233
317,Thomas Aiken,0.7236126224156693
318,Tiger Woods,0.5934873949579832
319,Tim Wilkinson,0.6484962686262165
320,Tom Hoge,0.5988069118247941
321,Tom Lewis,0.573608617594255
322,Tom Lovelady,0.5473032714412025
323,Tommy Fleetwood,0.6202671237840015
324,Tony Finau,0.5491762718316818
325,Trey Mullinax,0.535201230553537
326,Troy Merritt,0.6293292877767135
327,Tyler Aldridge,0.5794732061762035
328,Tyler Duncan,0.6844097102624793
329,Tyler McCumber,0.5627466573674005
330,Tyrone Van Aswegen,0.5576735701758246
331,Tyrrell Hatton,0.6238880650529941
332,Vaughn Taylor,0.6698939462065757
333,Vijay Singh,0.5839258056090033
334,Viktor Hovland,0.6355219562706867
335,Vincent Whaley,0.5741601360792176
336,Webb Simpson,0.6569014719419154
337,Wes Roach,0.631826299643098
338,Wesley Bryan,0.566440142434425
339,Whee Kim,0.6048478290166914
340,Will Gordon,0.5624818229409028
341,Will MacKenzie,0.6080717488789238
342,Will Wilcox,0.6416048689691849
343,Will Zalatoris,0.5640394088669951
344,William McGirt,0.6574988684727531
345,Wyndham Clark,0.5186791639095626
346,Xander Schauffele,0.5960382432779552
347,Xinjun Zhang,0.6113033134530885
348,Zac Blair,0.6657063459206858
349,Zach Johnson,0.6567171899625118
350,Zack Sucher,0.532803180914513
351,Zecheng Dou,0.5475841874084919
352,Ángel Cabrera,0.5698131972671452
