PLAYER NAME,Proximity AVG,Avg Fairs Hit,Drives AVG,Gr in Reg,Par3,par4,par5
Brian Harman,0.02787517608614654,0.6515060090645698,2.903571428571428,-0.2871428571428572,3.0585714285714287,4.008571428571428,4.631428571428572
Brian Stuard,0.029508463978715305,0.7134202935785778,2.7737142857142856,-0.26,3.041428571428572,4.024285714285713,4.722857142857143
Brice Garnett,0.02754913037158352,0.6644783041443567,2.8998,-0.26,3.04,4.014,4.66
Bronson Burgoon,0.028119743192846353,0.6157400591763313,2.9707999999999997,-0.272,3.004,4.045999999999999,4.63
Brooks Koepka,0.027886277745586916,0.5725533867681943,3.0885714285714285,-0.31428571428571433,3.0528571428571425,4.001428571428572,4.55
Bryce Molder,0.027798763487944588,0.623126515967544,2.7836666666666665,-0.26333333333333336,3.046666666666667,4.036666666666667,4.726666666666667
Bryson DeChambeau,0.027248553957147398,0.594293987294839,3.1068000000000002,-0.31800000000000006,3.0279999999999996,3.9939999999999998,4.536
Bubba Watson,0.02701556242447858,0.5791563850814381,3.1027142857142858,-0.28,3.092857142857143,4.0285714285714285,4.5528571428571425
Bud Cauley,0.027587529619513475,0.6079711235713767,2.9379999999999997,-0.2775,3.0275,4.025,4.625
Byeong Hun An,0.027168176529771288,0.563214179676981,3.0472,-0.266,3.068,4.029999999999999,4.680000000000001
Byron Smith,0.028560478092017633,0.5814863102998696,2.9189999999999996,-0.23,2.97,4.09,4.71
C.T. Pan,0.027348602503451707,0.6386297074885355,2.8964,-0.246,3.0520000000000005,4.042,4.662
Cam Davis,0.027496164530852935,0.5764436555999445,3.0866666666666664,-0.30666666666666664,3.0533333333333332,4.006666666666667,4.57
Cameron Champ,0.026372708281775233,0.5683681686270018,3.19,-0.2933333333333333,3.0766666666666667,4.039999999999999,4.62
Cameron Percy,0.02890234624584064,0.614028287948299,2.9196,-0.258,3.0540000000000003,4.018,4.616
Cameron Smith,0.027666892958778066,0.5759180703238514,2.9486666666666665,-0.3066666666666667,3.065,4.031666666666666,4.624999999999999
Cameron Tringale,0.0270756364347659,0.5913461595281989,2.904857142857143,-0.26857142857142857,3.0385714285714287,4.034285714285714,4.645714285714286
Camilo Villegas,0.027780984244361318,0.5427403576184053,2.901,-0.2725,3.05,4.0525,4.692500000000001
Carl Pettersson,0.027336398274865663,0.554979008134348,2.859,-0.28500000000000003,3.0599999999999996,4.08,4.6899999999999995
Carlos Ortiz,0.02705168879604476,0.5812539645502575,3.0032,-0.28600000000000003,3.0620000000000003,4.037999999999999,4.62
Chad Campbell,0.028905874059927814,0.6551279286270575,2.863,-0.235,3.0324999999999998,4.04,4.64
Chad Collins,0.027941185946772733,0.6017792164327076,2.797,-0.24666666666666667,3.033333333333333,4.0633333333333335,4.676666666666667
Charl Schwartzel,0.026563923690376957,0.5698598168408687,2.9974,-0.266,3.096,4.0520000000000005,4.646
Charles Howell III,0.026453128132529227,0.5719953319313266,3.0077142857142856,-0.27,3.05,4.0042857142857144,4.605714285714285
Charley Hoffman,0.028331340091679588,0.5741882327498351,2.991285714285714,-0.2885714285714286,3.0685714285714285,4.0285714285714285,4.631428571428571
Charlie Beljan,0.029371293510327835,0.6261216350947159,3.0980000000000003,-0.25,3.15,4.12,4.61
Chase Seiffert,0.02823941977218957,0.6387295704477793,2.911,-0.275,3.045,4.02,4.65
Chase Wright,0.027962825890287032,0.6261682242990654,2.991,-0.29,3.05,4.02,4.62
Chesson Hadley,0.02893028858381029,0.5939070470247052,2.9638333333333335,-0.2816666666666667,3.046666666666667,4.043333333333333,4.675
Chez Reavie,0.030119407918318297,0.7189986526183745,2.8551428571428574,-0.26285714285714284,3.037142857142857,4.001428571428571,4.692857142857142
Chris Baker,0.028063393246406058,0.6781330861622832,2.907,-0.22999999999999998,3.065,4.029999999999999,4.71
Chris Kirk,0.02890232236710673,0.6320063034333698,2.8808,-0.274,3.0460000000000003,4.0120000000000005,4.684
Chris Stroud,0.02766385110993638,0.6175968595738569,2.871166666666667,-0.2733333333333334,3.0316666666666663,4.044999999999999,4.701666666666667
Cody Gribble,0.02627920132986558,0.5461861105522603,2.984666666666666,-0.2933333333333334,3.1033333333333335,4.09,4.673333333333333
Collin Morikawa,0.029566876875896576,0.6756639194139193,2.9625000000000004,-0.31,3.0199999999999996,3.99,4.535
Colt Knost,0.029663661986621348,0.722964976232181,2.7315,-0.265,3.05,4.029999999999999,4.655
Conrad Shindler,0.030097645031591038,0.6577266922094508,2.9130000000000003,-0.26,3.02,4.06,4.59
Corey Conners,0.029089457376651282,0.6678621469264874,2.98675,-0.26,3.0349999999999997,4.0075,4.609999999999999
Curtis Luck,0.025965429200367908,0.559074299634592,2.8939999999999997,-0.28,3.11,4.02,4.75
D.A. Points,0.028473659472445036,0.6053145672715149,2.805,-0.2425,3.1050000000000004,4.0725,4.734999999999999
D.H. Lee,0.028136722154338725,0.6085319949811794,2.804,-0.26,3.16,4.16,4.72
D.J. Trahan,0.027164173970559313,0.6086893359350496,2.9475,-0.25,3.13,4.029999999999999,4.645
Daniel Berger,0.027855494140719302,0.6240665647634149,2.9899999999999998,-0.2871428571428572,3.0371428571428574,3.9971428571428573,4.585714285714286
Daniel Summerhays,0.02632482284365799,0.5970097230081707,2.8655000000000004,-0.2875,3.0900000000000003,4.0625,4.6725
Danny Lee,0.027985823756798645,0.6097076612038649,2.9332857142857143,-0.28,3.027142857142857,4.041428571428572,4.702857142857143
Danny Willett,0.02616200303054603,0.5830811367827313,2.9629999999999996,-0.27,3.116666666666667,4.076666666666667,4.656666666666666
David Hearn,0.029105348457645636,0.6739964414669035,2.805285714285715,-0.2571428571428572,3.0428571428571423,4.022857142857142,4.6971428571428575
David Lingmerth,0.0285229458371732,0.663673152281797,2.87575,-0.28250000000000003,3.0625,4.0375,4.665
David Toms,0.029865525956072045,0.7124091455388313,2.6985,-0.22499999999999998,3.02,4.029999999999999,4.765000000000001
Davis Love III,0.028710331891436666,0.6493688639551192,2.947,-0.22,3.08,4.05,4.74
Dawie van der Walt,0.028087470274912357,0.5689479060265578,2.9019999999999997,-0.26,3.03,4.07,4.66
Denny McCarthy,0.026110280409610418,0.6329893701663568,2.9385000000000003,-0.29750000000000004,3.0225,4.015000000000001,4.6025
Derek Ernst,0.027403319096725012,0.6220028962564994,2.9485,-0.215,3.145,4.06,4.6850000000000005
Derek Fathauer,0.026893932048255038,0.5310219572315331,2.8815,-0.28250000000000003,3.0875,4.075,4.69
Dicky Pride,0.028626572923029083,0.6585695006747638,2.7889999999999997,-0.24,3.09,4.08,4.74
Doc Redman,0.0290208636468818,0.665662317376027,2.957,-0.27,3.045,3.995,4.705
Dominic Bozzelli,0.02659716463572495,0.5603678916494957,2.967,-0.29750000000000004,3.065,4.035,4.7
Doug Ghim,0.030043289158988684,0.6611878235141788,2.9444999999999997,-0.255,3.06,4.0,4.645
Dustin Johnson,0.029063937813438263,0.5737690645441287,3.137428571428572,-0.33999999999999997,3.017142857142857,3.974285714285714,4.52
Dylan Frittelli,0.026472621154641333,0.5846932148876209,2.9903333333333335,-0.25666666666666665,3.09,4.016666666666667,4.63
Emiliano Grillo,0.029253940122900172,0.6692388931690415,2.954,-0.27,3.0349999999999997,4.0183333333333335,4.6499999999999995
Eric Axley,0.028087943314085866,0.5554106910039114,2.864,-0.26,3.03,4.08,4.78
Erik Compton,0.02783132682075832,0.564756588440799,2.8655,-0.27,3.08,4.075,4.695
Erik van Rooyen,0.028457361335848426,0.6112204724409449,3.053,-0.31,3.13,4.02,4.63
Ernie Els,0.02651082237192831,0.5629597128847736,2.88475,-0.2525,3.0974999999999997,4.1000000000000005,4.715
Ethan Tracy,0.027498510975723523,0.6025236593059937,2.99,-0.26,3.11,4.06,4.73
Fabián Gómez,0.027601845780158975,0.635216669473883,2.8729999999999998,-0.26,3.0571428571428574,4.047142857142857,4.678571428571429
Francesco Molinari,0.02814698495187451,0.6845340348165962,2.9008,-0.25,3.058,4.022,4.642
Freddie Jacobson,0.02684976530235407,0.598264924564738,2.8280000000000003,-0.275,3.025,4.0649999999999995,4.7
Gary Woodland,0.027646820456012217,0.5919141723797976,3.079714285714285,-0.2842857142857143,3.077142857142857,4.0285714285714285,4.575714285714286
Geoff Ogilvy,0.026892280777897053,0.611388255885771,2.907,-0.24,3.0866666666666664,4.073333333333333,4.703333333333333
George McNeill,0.02832366694689431,0.6254226437205668,2.8535000000000004,-0.255,3.065,4.055,4.715
Gonzalo Fernandez-Castaño,0.02690092022676707,0.5711388003477254,2.907,-0.25,3.0549999999999997,4.0600000000000005,4.695
Graeme McDowell,0.02710297011727218,0.6543919494388138,2.8478000000000003,-0.262,3.038,4.07,4.688000000000001
Graham DeLaet,0.028759915034162836,0.6308282241699409,2.9923333333333333,-0.2733333333333334,3.0366666666666666,4.033333333333332,4.656666666666667
Grayson Murray,0.02753920436517774,0.5426220802525935,3.0869999999999997,-0.2875,3.1025,4.09,4.695
Greg Chalmers,0.025415686275701815,0.6028828628944151,2.8076666666666665,-0.27,3.0700000000000003,4.090000000000001,4.746666666666667
Greg Owen,0.02932917332144501,0.5942760140568228,2.9575,-0.225,3.0949999999999998,4.035,4.745
Hank Lebioda,0.02785168794779087,0.6237816851917017,2.9456666666666664,-0.26666666666666666,3.03,4.036666666666666,4.59
Harold Varner III,0.027886427010978484,0.5991402132791163,3.028666666666666,-0.265,3.0416666666666665,4.036666666666667,4.621666666666666
Harris English,0.026973185279336207,0.5879195326124115,3.004571428571428,-0.2857142857142857,3.0428571428571423,4.017142857142857,4.614285714285714
Harry Higgs,0.02754842410228059,0.5972291684032119,2.9995,-0.31000000000000005,3.0949999999999998,4.005,4.665
Heath Slocum,0.028827714197339933,0.6951219512195121,2.758,-0.23,3.1,4.1,4.71
Henrik Norlander,0.0286497303098666,0.6668434817244617,2.9143333333333334,-0.25333333333333335,3.0500000000000003,4.02,4.646666666666667
Henrik Stenson,0.028080165692908245,0.7240749658213596,2.9019999999999997,-0.26,3.043333333333333,3.9899999999999998,4.593333333333334
Hideki Matsuyama,0.028857602909218516,0.6131862413096,3.0022857142857142,-0.30428571428571427,3.028571428571429,3.9857142857142853,4.558571428571429
Hiroshi Iwata,0.026204995058470786,0.5834053586862575,2.888,-0.28,3.05,4.1,4.7
Hudson Swafford,0.028387294349874286,0.6186986105571695,3.02,-0.2816666666666667,3.095,4.038333333333333,4.6000000000000005
Hunter Mahan,0.025605041604810783,0.6102201878156546,2.9553333333333334,-0.26333333333333336,3.15,4.048333333333333,4.703333333333333
Ian Poulter,0.027450948537837725,0.6367547541080878,2.878833333333333,-0.2816666666666667,3.0566666666666666,4.0200000000000005,4.616666666666666
J.B. Holmes,0.02688504490607298,0.5291450681566563,3.079333333333333,-0.2916666666666667,3.08,4.055,4.655
J.J. Henry,0.02748933358106459,0.6269671688293716,2.9086000000000003,-0.198,3.066,4.068,4.706
J.J. Spaun,0.027810059027973927,0.6433397669733075,2.9264,-0.264,3.05,4.044,4.632
J.T. Poston,0.02686197627439374,0.6092362805406895,2.9601999999999995,-0.29800000000000004,3.032,4.024,4.651999999999999
James Hahn,0.02804758606755199,0.6264071672824133,2.949,-0.265,3.0666666666666664,4.028333333333333,4.6499999999999995
Jamie Donaldson,0.025158895387903023,0.6009036144578314,2.949,-0.25,3.21,4.08,4.57
Jamie Lovemark,0.02600725227212973,0.5721090615046546,3.0429999999999997,-0.2833333333333334,3.11,4.013333333333333,4.6033333333333335
Jason Bohn,0.029749397480790724,0.6760294346952579,2.7643333333333335,-0.26333333333333336,3.0566666666666666,4.03,4.706666666666666
Jason Day,0.026575769857537245,0.5680508101974248,3.051571428571428,-0.32,3.014285714285714,4.001428571428571,4.574285714285714
Jason Dufner,0.029285435676940436,0.652076437253623,2.9107142857142856,-0.24285714285714285,3.0842857142857136,4.029999999999999,4.684285714285715
Jason Gore,0.030585742670410768,0.6514710636922082,2.8979999999999997,-0.265,3.0700000000000003,4.04,4.72
Jason Kokrak,0.027785559799346573,0.5896501096765058,3.0794285714285716,-0.2771428571428572,3.0342857142857147,4.027142857142857,4.619999999999999
Jeff Overton,0.0271626075546546,0.5906261086407677,2.849,-0.245,3.06,4.045,4.705
Jerry Kelly,0.029433317374887573,0.7082689501244742,2.777,-0.26,2.995,4.025,4.67
Jhonattan Vegas,0.026804573570977763,0.5800518560531918,3.0551428571428576,-0.27142857142857146,3.0728571428571425,4.034285714285714,4.595714285714286
Jim Furyk,0.030192121409742197,0.7151578525020829,2.783,-0.22999999999999998,3.0533333333333332,4.021666666666667,4.681666666666666
Jim Herman,0.028330804046303438,0.6798487515464534,2.906333333333333,-0.24166666666666667,3.0966666666666662,4.056666666666667,4.665
Jim Knous,0.026368147006423894,0.5520974289580515,2.965,-0.25,3.11,4.04,4.68
Jim Renner,0.028930302359558353,0.5743756786102063,2.833,-0.18,3.07,4.13,4.77
Jimmy Walker,0.02704252941037579,0.514661629827875,2.988857142857143,-0.27714285714285714,3.0885714285714285,4.065714285714286,4.681428571428571
Joaquin Niemann,0.028596143716910744,0.5913360617290334,3.046,-0.29000000000000004,3.0366666666666666,3.9899999999999998,4.6066666666666665
Joel Dahmen,0.029011538716462545,0.6675333342618611,2.9397499999999996,-0.28250000000000003,3.035,4.0024999999999995,4.7
Joey Garber,0.026816812884640565,0.6251572327044025,2.9389999999999996,-0.25,3.07,4.01,4.73
John Chin,0.026070391682106155,0.5814569536423841,3.0,-0.24,3.11,4.07,4.66
John Huh,0.027060029807182574,0.6625868423195114,2.8584,-0.254,3.026,4.038,4.69
John Merrick,0.028946514161956805,0.6831875607385811,2.85,-0.24,3.09,4.05,4.67
John Peterson,0.0285021394069608,0.6752136752136753,2.8810000000000002,-0.25,3.06,4.01,4.66
John Senden,0.026775605835428026,0.6333507541042445,2.8994999999999997,-0.26,3.065,4.039999999999999,4.66
Johnson Wagner,0.028101139294083772,0.6354860719669341,2.8754,-0.262,3.016,4.023999999999999,4.652
Jon Curran,0.02912033025539288,0.6590477810053186,2.727,-0.25,3.025,4.035,4.734999999999999
Jon Rahm,0.02765294045010428,0.6144032968525657,3.0738,-0.32,3.002,3.964,4.518
Jonas Blixt,0.02660904508672355,0.6055134220498861,2.8983999999999996,-0.282,3.08,4.062,4.664000000000001
Jonathan Byrd,0.027247573939216934,0.6081278973983091,2.8693333333333335,-0.25333333333333335,3.03,4.0200000000000005,4.676666666666667
Jonathan Randolph,0.026643102316344706,0.6053944349733883,2.881,-0.24666666666666667,3.0766666666666667,4.08,4.69
Jordan Spieth,0.027958027001331678,0.5739672463931645,2.969857142857143,-0.33142857142857146,3.0300000000000002,3.981428571428571,4.575714285714286
Joseph Bramlett,0.028111530568010308,0.5712415406445979,3.0445,-0.255,3.0999999999999996,4.029999999999999,4.625
Josh Teater,0.02952808963195366,0.6658127776460696,2.92,-0.2833333333333334,3.0866666666666664,4.0,4.6000000000000005
José de Jesús Rodríguez,0.026663548394172544,0.6030871003307607,2.9019999999999997,-0.29,3.06,4.01,4.66
Julián Etulain,0.02667763071313442,0.5907187337342673,2.9265,-0.25,3.085,4.045,4.66
Justin Leonard,0.029218187568715453,0.7169590643274854,2.716,-0.24,3.07,4.06,4.72
Justin Rose,0.028266123917704226,0.6101757736190253,3.017285714285715,-0.3085714285714286,3.0271428571428567,4.015714285714286,4.562857142857142
Justin Thomas,0.02856154596802158,0.569412115747178,3.0518571428571426,-0.33142857142857146,3.037142857142857,3.974285714285714,4.518571428571429
K.H. Lee,0.026974599049438136,0.6468399136303241,2.936666666666667,-0.2733333333333334,3.08,4.03,4.6499999999999995
K.J. Choi,0.028636022846814938,0.6585932232307838,2.758,-0.2475,3.0374999999999996,4.0649999999999995,4.7075
Keegan Bradley,0.028633857575859657,0.6502575028746012,3.0074285714285716,-0.26285714285714284,3.021428571428572,4.032857142857142,4.628571428571429
Keith Mitchell,0.02633282622099148,0.5844596167486062,3.0622499999999997,-0.28750000000000003,3.095,4.035,4.615
Kelly Kraft,0.027502979302186818,0.6197708880550805,2.9012499999999997,-0.265,3.0625,4.0600000000000005,4.7175
Ken Duke,0.028972407713270188,0.6690162487898802,2.775,-0.25,3.1133333333333333,4.086666666666667,4.69
Kevin Chappell,0.028290452611896506,0.6022576512255005,3.008,-0.278,3.0780000000000003,4.038,4.64
Kevin Kisner,0.028123148213484557,0.6687201492852061,2.888285714285714,-0.2785714285714286,3.0471428571428567,4.0128571428571425,4.642857142857143
Kevin Na,0.028115363342053164,0.6379143530424115,2.854285714285715,-0.2914285714285714,3.031428571428571,4.005714285714285,4.6571428571428575
Kevin Streelman,0.02833193215217442,0.6690061753061708,2.927142857142857,-0.26142857142857145,3.0714285714285716,4.011428571428572,4.6499999999999995
Kevin Tway,0.02632820703999415,0.5268812953175993,3.0678000000000005,-0.276,3.078,4.04,4.601999999999999
Kiradech Aphibarnrat,0.02703602333626205,0.6418615235819537,2.9355,-0.275,3.13,4.05,4.64
Kramer Hickok,0.027164402368939813,0.6832625587685183,2.9153333333333333,-0.24333333333333332,3.0933333333333333,4.026666666666666,4.646666666666667
Kris Ventura,0.02641969919202778,0.5863616634112954,3.0519999999999996,-0.305,3.13,4.045,4.640000000000001
Kyle Jones,0.027513167421456864,0.6862106406080347,2.84,-0.23,3.09,4.06,4.65
Kyle Reifers,0.027677613871528724,0.6400980274666878,2.8713333333333337,-0.24666666666666667,3.0799999999999996,4.036666666666666,4.68
Kyle Stanley,0.02949781425653807,0.6858009105090944,2.910666666666667,-0.25333333333333335,3.061666666666667,4.011666666666667,4.66
Kyle Thompson,0.02869466109459852,0.6298600311041991,2.853,-0.22,3.16,4.08,4.79
Lanto Griffin,0.027148279174494732,0.5648274424128028,3.0263333333333335,-0.2833333333333334,3.06,4.033333333333334,4.593333333333334
Lee Westwood,0.02636298602439903,0.6131623947803481,2.9705000000000004,-0.27,3.0949999999999998,4.035,4.73
Louis Oosthuizen,0.02868817570237168,0.6266251526855334,2.9758571428571434,-0.26857142857142857,3.058571428571429,4.018571428571429,4.640000000000001
Lucas Glover,0.028796812033943454,0.6477630797320703,2.9772857142857143,-0.26142857142857145,3.067142857142857,4.0200000000000005,4.640000000000001
Luke Donald,0.027783068330960742,0.5751273928365872,2.8112500000000002,-0.24,3.0424999999999995,4.055,4.715000000000001
Luke Guthrie,0.028240863570296607,0.5719315356010313,2.866,-0.29000000000000004,3.035,4.05,4.699999999999999
Luke List,0.027080646674051478,0.5454278903144304,3.111333333333333,-0.27666666666666667,3.063333333333333,4.045,4.555000000000001
Mackenzie Hughes,0.026342757403579737,0.582944462043028,2.9572,-0.28,3.0460000000000003,4.042,4.648
Marc Leishman,0.027159497098443584,0.5762591203957957,2.961,-0.28285714285714286,3.027142857142857,4.031428571428572,4.634285714285714
Mark Anderson,0.028547800308344053,0.6100194514734202,2.8786666666666663,-0.24,3.0199999999999996,4.036666666666666,4.696666666666666
Mark Hubbard,0.02792276684717464,0.6444682055582766,2.8234,-0.27,3.048,4.05,4.636
Mark Wilson,0.02853336076190857,0.6536536536536537,2.7695,-0.22499999999999998,3.04,4.055,4.73
Martin Flores,0.027441654602963512,0.548429877683545,2.9913333333333334,-0.25,3.033333333333333,4.05,4.670000000000001
Martin Laird,0.027688074567164732,0.6260350553800872,2.988285714285714,-0.2642857142857143,3.0357142857142856,4.027142857142858,4.635714285714285
Martin Piller,0.026619054350534944,0.5874138484432903,2.894,-0.26,3.11,4.08,4.705
Martin Trainer,0.02320162084729437,0.4948894998809233,3.0316666666666667,-0.27,3.2300000000000004,4.153333333333333,4.71
Matt Atkins,0.02579742786873145,0.5749656121045392,3.014,-0.26,3.11,4.06,4.72
Matt Every,0.02705225207283326,0.5336645452956783,2.927,-0.27,3.1525,4.125,4.695
Matt Fitzpatrick,0.026952619572434642,0.6633634350085813,2.9203333333333332,-0.3,3.08,4.033333333333333,4.61
Matt Jones,0.026172454710067666,0.5866804551045163,2.990428571428571,-0.2814285714285715,3.077142857142857,4.032857142857142,4.6
Matt Kuchar,0.027812588233102762,0.6534665641003202,2.8684285714285713,-0.2885714285714286,3.0585714285714287,3.997142857142857,4.61
Matt Wallace,0.025688396478499728,0.5646134525851507,3.0004999999999997,-0.275,3.115,4.075,4.62
Matthew NeSmith,0.0279542080340333,0.6461636501802002,2.9545,-0.26,3.05,4.015000000000001,4.609999999999999
Matthew Wolff,0.027019085353326977,0.5501061019990524,3.1375,-0.31,3.09,4.039999999999999,4.609999999999999
Maverick McNealy,0.02735344313258919,0.5935468084223341,2.9765,-0.3,3.03,4.0,4.625
Max Homa,0.027522939553523088,0.5782698413887897,2.9894999999999996,-0.28750000000000003,3.05,4.0625,4.6125
Michael Gellerman,0.029765535014111097,0.6423937076371018,2.928,-0.24,3.0300000000000002,4.0600000000000005,4.725
Michael Gligic,0.027244601328855686,0.5912242466975413,2.987,-0.255,3.0949999999999998,4.045,4.619999999999999
Michael Kim,0.02709936470253855,0.5505442777668274,2.8726000000000003,-0.254,3.07,4.092,4.732
Michael Putnam,0.02852303918705834,0.6147332768839966,2.888,-0.22,3.01,4.06,4.68
Michael Thompson,0.027757608140039917,0.640163287324313,2.8954285714285715,-0.26571428571428574,3.0371428571428574,4.045714285714285,4.658571428571428
Miguel Angel Carballo,0.027309465738548363,0.6361355081555834,2.8810000000000002,-0.25,3.06,4.1,4.72
Morgan Hoffmann,0.026648199354179915,0.5767273969261061,2.948,-0.29,3.1199999999999997,4.05,4.633333333333334
Nate Lashley,0.028210192197265095,0.6240504150700604,2.90725,-0.2625,3.0524999999999998,4.0325,4.6175
Nelson Ledesma,0.027195196074709087,0.5511881558219636,2.9319999999999995,-0.275,3.12,4.075,4.665
Nicholas Lindheim,0.02765649850698943,0.5831513111564675,2.9030000000000005,-0.255,2.995,4.07,4.745
Nicholas Thompson,0.03034592907183564,0.6870292887029289,2.86,-0.25,3.05,4.05,4.76
Nick Taylor,0.02715353679511157,0.6081348442813931,2.936428571428572,-0.27142857142857146,3.055714285714285,4.032857142857144,4.635714285714286
Nick Watney,0.028890062264230198,0.5656862058587682,3.0095000000000005,-0.26,3.0500000000000003,4.038333333333333,4.665
Ollie Schniederjans,0.02713256905853492,0.5086292750981859,3.028333333333333,-0.30000000000000004,3.0666666666666664,4.043333333333334,4.636666666666667
