,PLAYER NAME,Proximity AVG
164,John Merrick,0.028946514161956805
165,John Peterson,0.0285021394069608
166,John Senden,0.026775605835428026
167,Johnson Wagner,0.028101139294083772
168,Jon Curran,0.02912033025539288
169,Jon Rahm,0.02765294045010428
170,Jonas Blixt,0.02660904508672355
171,Jonathan Byrd,0.027247573939216934
172,Jonathan Randolph,0.026643102316344706
173,Jordan Spieth,0.027958027001331678
174,Joseph Bramlett,0.028111530568010308
175,Josh Teater,0.02952808963195366
176,José de Jesús Rodríguez,0.026663548394172544
177,Julián Etulain,0.02667763071313442
178,Justin Leonard,0.029218187568715453
179,Justin Rose,0.028266123917704226
180,Justin Thomas,0.02856154596802158
181,K.H. Lee,0.026974599049438136
182,K.J. Choi,0.028636022846814938
183,Keegan Bradley,0.028633857575859657
184,Keith Mitchell,0.02633282622099148
185,Kelly Kraft,0.027502979302186818
186,Ken Duke,0.028972407713270188
187,Kevin Chappell,0.028290452611896506
188,Kevin Kisner,0.028123148213484557
189,Kevin Na,0.028115363342053164
190,Kevin Streelman,0.02833193215217442
191,Kevin Tway,0.02632820703999415
192,Kiradech Aphibarnrat,0.02703602333626205
193,Kramer Hickok,0.027164402368939813
194,Kris Ventura,0.02641969919202778
195,Kyle Jones,0.027513167421456864
196,Kyle Reifers,0.027677613871528724
197,Kyle Stanley,0.02949781425653807
198,Kyle Thompson,0.02869466109459852
199,Lanto Griffin,0.027148279174494732
200,Lee Westwood,0.02636298602439903
201,Louis Oosthuizen,0.02868817570237168
202,Lucas Glover,0.028796812033943454
203,Luke Donald,0.027783068330960742
204,Luke Guthrie,0.028240863570296607
205,Luke List,0.027080646674051478
206,Mackenzie Hughes,0.026342757403579737
207,Marc Leishman,0.027159497098443584
208,Mark Anderson,0.028547800308344053
209,Mark Hubbard,0.02792276684717464
210,Mark Wilson,0.02853336076190857
211,Martin Flores,0.027441654602963512
212,Martin Laird,0.027688074567164732
213,Martin Piller,0.026619054350534944
214,Martin Trainer,0.02320162084729437
215,Matt Atkins,0.02579742786873145
216,Matt Every,0.02705225207283326
217,Matt Fitzpatrick,0.026952619572434642
218,Matt Jones,0.026172454710067666
219,Matt Kuchar,0.027812588233102762
220,Matt Wallace,0.025688396478499728
221,Matthew NeSmith,0.0279542080340333
222,Matthew Wolff,0.027019085353326977
223,Maverick McNealy,0.02735344313258919
224,Max Homa,0.027522939553523088
225,Michael Gellerman,0.029765535014111097
226,Michael Gligic,0.027244601328855686
227,Michael Kim,0.02709936470253855
228,Michael Putnam,0.02852303918705834
229,Michael Thompson,0.027757608140039917
230,Miguel Angel Carballo,0.027309465738548363
231,Morgan Hoffmann,0.026648199354179915
232,Nate Lashley,0.028210192197265095
233,Nelson Ledesma,0.027195196074709087
234,Nicholas Lindheim,0.02765649850698943
235,Nicholas Thompson,0.03034592907183564
236,Nick Taylor,0.02715353679511157
237,Nick Watney,0.028890062264230198
238,Ollie Schniederjans,0.02713256905853492
239,Oscar Fraustro,0.0279352745166953
240,Padraig Harrington,0.026134825617699586
241,Pat Perez,0.028088656817634606
242,Patrick Cantlay,0.0276455314691189
243,Patrick Reed,0.026754338163218032
244,Patrick Rodgers,0.026172905038337278
245,Patton Kizzire,0.02772906162553292
246,Paul Casey,0.02890513162919755
247,Peter Malnati,0.02756092599536186
248,Peter Uihlein,0.02661842619407792
249,Phil Mickelson,0.02718473953587301
250,Rafa Cabrera Bello,0.027027356004519904
251,Rafael Campos,0.025770872550839145
252,Retief Goosen,0.027204483696252314
253,Rhein Gibson,0.02666869983050496
254,Richy Werenski,0.027635530131923807
255,Rick Lamb,0.029097753666349292
256,Rickie Fowler,0.0280548046648969
257,Ricky Barnes,0.02745003555703125
258,Rob Oppenheim,0.028275738519573525
259,Robby Shelton,0.02676595660158821
260,Robert Allenby,0.028769393612436772
261,Robert Garrigus,0.028743287652696597
262,Robert Streb,0.027202899635289667
263,Roberto Castro,0.02911617226487595
264,Roberto Díaz,0.026730153808364222
265,Rod Pampling,0.026765061508032206
266,Roger Sloan,0.0278820702080694
267,Rory McIlroy,0.02790707764508962
268,Rory Sabbatini,0.027409102460256258
269,Russell Henley,0.02877207072511873
270,Russell Knox,0.029789214082913722
271,Ryan Armour,0.029644988914201392
272,Ryan Blaum,0.026703320864460284
273,Ryan Brehm,0.02656372078240557
274,Ryan Moore,0.02897776782337508
275,Ryan Palmer,0.02853735611144444
276,Ryo Ishikawa,0.02811219730261707
277,Sam Burns,0.0270943989513025
278,Sam Ryder,0.028280868525576666
279,Sam Saunders,0.02797297164855017
280,Sangmoon Bae,0.026615003622315263
281,Satoshi Kodaira,0.02743814998063086
282,Scott Brown,0.02727350701798174
283,Scott Harrington,0.026484352093065617
284,Scott Langley,0.027362627138697717
285,Scott Piercy,0.02811372192103909
286,Scott Pinckney,0.027454521190967553
287,Scott Stallings,0.027905535203349062
288,Scottie Scheffler,0.027828179865395205
289,Seamus Power,0.027520773825601773
290,Sean O'Hair,0.02678891011340362
291,Sebastian Cappelen,0.026670183052021103
292,Sebastián Muñoz,0.02731314829400156
293,Sepp Straka,0.027912454761520277
294,Sergio Garcia,0.026975999750063234
295,Seth Reeves,0.025500730367419015
296,Seung-Yul Noh,0.027312590527332866
297,Shane Lowry,0.028262512049153598
298,Shawn Stefani,0.02831017851569591
299,Si Woo Kim,0.026881403028639717
300,Smylie Kaufman,0.02768172033673201
301,Spencer Levin,0.028331408577269956
302,Stephan Jaeger,0.02622215533887325
303,Steve Marino,0.026790421291675158
304,Steve Stricker,0.028439135805760702
305,Steve Wheatcroft,0.027061786743429055
306,Steven Alker,0.02980053271563121
307,Steven Bowditch,0.025712113655972018
308,Stewart Cink,0.028740949563974914
309,Stuart Appleby,0.028099376006365268
310,Sung Joon Park,0.02772144423229226
311,Sung Kang,0.026562086125728218
312,Sungjae Im,0.027691644721250148
313,Søren Kjeldsen,0.027076462175059404
314,Tag Ridings,0.028369170983094938
315,Talor Gooch,0.02757369775181239
316,Ted Potter Jr.,0.02881087074859413
317,Thomas Aiken,0.029012737505818627
318,Tiger Woods,0.02911690229278356
319,Tim Wilkinson,0.02931336379586494
320,Tom Hoge,0.0293118191368882
321,Tom Lewis,0.026755349726805315
322,Tom Lovelady,0.027027522132384848
323,Tommy Fleetwood,0.02601375538807425
324,Tony Finau,0.027487339078837967
325,Trey Mullinax,0.027283681049323587
326,Troy Merritt,0.02782999709761122
327,Tyler Aldridge,0.02888138775068142
328,Tyler Duncan,0.028013479251479467
329,Tyler McCumber,0.027437354014165225
330,Tyrone Van Aswegen,0.02883944097652042
331,Tyrrell Hatton,0.028350396305183937
332,Vaughn Taylor,0.02996733130191251
333,Vijay Singh,0.027617408456797242
334,Viktor Hovland,0.028963468009114514
335,Vincent Whaley,0.02585557161581783
336,Webb Simpson,0.029128257623807274
337,Wes Roach,0.02790860955586139
338,Wesley Bryan,0.028749619729379165
339,Whee Kim,0.02795916081578112
340,Will Gordon,0.02794962079340617
341,Will MacKenzie,0.02838430571411404
342,Will Wilcox,0.028834144382856943
343,Will Zalatoris,0.027597770426428605
344,William McGirt,0.027991795023253527
345,Wyndham Clark,0.024883592580800116
346,Xander Schauffele,0.02687268369303967
347,Xinjun Zhang,0.026672562853381595
348,Zac Blair,0.02798242574841544
349,Zach Johnson,0.02853979685453664
350,Zack Sucher,0.026787954830614805
351,Zecheng Dou,0.026864798244320674
352,Ángel Cabrera,0.02655769527226847
