,PLAYER NAME,Put Carry,Score Carry,T2G Carry
154,Keith Mitchell,-0.06786991359615117,-0.016141618738226702,0.051733425807954106
155,Kelly Kraft,-0.0028187318087318104,-0.1717064656964657,-0.1688829313929314
156,Ken Duke,-0.045226666666666665,-0.08873500000000001,-0.04351000000000001
157,Kevin Chappell,-0.04492471998207885,0.04978379256272401,0.0947182123655914
158,Kevin Kisner,0.2301917571278487,0.2504796263345758,0.02029345861731653
159,Kevin Na,0.1685718866726494,0.2884088970069479,0.11983953591606135
160,Kevin Streelman,-0.08736801364901772,0.25433776576300854,0.341715608214598
161,Kevin Tway,0.0036341165623167415,-0.021943260124541952,-0.025571421403844587
162,Kiradech Aphibarnrat,0.04752797385620915,0.0593624183006536,0.01183222222222222
163,Kramer Hickok,-0.1392362725316115,-0.09073047820823246,0.04851214352972828
164,Kris Ventura,0.11280549450549451,-0.10528434065934066,-0.2180824175824176
165,Kyle Jones,-0.02166851851851852,-0.06340370370370371,-0.04173333333333334
166,Kyle Reifers,-0.027564864864864865,-0.04183648648648649,-0.014271621621621622
167,Kyle Stanley,-0.16029398861788036,0.17475629069492543,0.3350682571938139
168,Kyle Thompson,-0.07505,-0.126225,-0.05116944444444445
169,Lanto Griffin,0.062405,0.09635416666666669,0.033958333333333326
170,Lee Westwood,0.006884313725490196,0.0271078431372549,0.02022352941176471
171,Louis Oosthuizen,0.16942481564364875,0.4072038938618926,0.2377841101875533
172,Lucas Glover,-0.05445699040057922,0.2615334532699197,0.31598389157273216
173,Luke Donald,0.05284356589147288,-0.05880444444444446,-0.11165033591731266
174,Luke List,-0.23036934040811377,0.23294926350249412,0.4633221475872702
175,Mackenzie Hughes,0.14663298309735223,0.041781244893002736,-0.10484379443087624
176,Marc Leishman,0.07145533890926825,0.26924912668041723,0.19779977444049185
177,Mark Anderson,-0.01682721250662427,-0.05371148459383754,-0.036878067983950345
178,Mark Hubbard,0.04953982039629892,-0.0025179588561681614,-0.05204944476265212
179,Martin Flores,-0.004735862354892203,-0.05822674129353234,-0.0534995232172471
180,Martin Laird,-0.02875045762684568,0.1413750382069988,0.17012467424028085
181,Martin Piller,0.011855223880597015,-0.11273880597014925,-0.12459402985074626
182,Martin Trainer,-0.008855493589743593,-0.6664718461538461,-0.6576029743589744
183,Matt Atkins,-0.0197675,-0.11293250000000002,-0.09316000000000002
184,Matt Every,-0.12721159536185528,-0.4358626549380248,-0.30864454218312676
185,Matt Fitzpatrick,0.11940468800704651,0.2942055514347967,0.17479854665986744
186,Matt Jones,0.058957500844873736,0.11612318241247177,0.05717835361538234
187,Matt Kuchar,0.17730763322230633,0.3496342399892279,0.17234097740838664
188,Matt Wallace,0.013869342105263159,0.09063789473684211,0.07677118421052632
189,Matthew NeSmith,-0.02570310185185186,0.05137194444444444,0.0770825
190,Matthew Wolff,0.026374883286647995,0.032332026143790854,0.005961904761904762
191,Maverick McNealy,0.07808563218390807,0.047681713688610246,-0.03039743991640544
192,Max Homa,0.009100571513143665,0.06885349454102485,0.05976437492173002
193,Michael Gellerman,-0.05763086021505377,-0.11799086021505377,-0.06035666666666667
194,Michael Gligic,0.020876274509803925,-0.05465950980392157,-0.0755278431372549
195,Michael Kim,0.01425325396825397,-0.42612685185185184,-0.44037912698412696
196,Michael Thompson,0.19202571869307167,0.006954287771052475,-0.18507254275136628
197,Miguel Angel Carballo,-0.03197441860465116,-0.13578139534883724,-0.10381162790697676
198,Morgan Hoffmann,0.007837804878048782,-0.006001219512195123,-0.013840243902439027
199,Nate Lashley,0.036996466847653287,0.00877677452491011,-0.02820596522121946
200,Nelson Ledesma,-0.04483976190476191,-0.3002303571428572,-0.25538488095238093
201,Nicholas Lindheim,0.06910184899845917,-0.16080570107858244,-0.22991040061633283
202,Nick Taylor,-0.005101390986952208,0.04075949695955412,0.0458709204637532
203,Nick Watney,-0.022784696557971017,-0.0518484338336784,-0.02905947226535542
204,Ollie Schniederjans,0.0453844337204993,0.01667212142239466,-0.028720316882065514
205,Pat Perez,0.16224148330518823,0.19660935133461235,0.03437941467622543
206,Patrick Cantlay,0.09847155201153766,0.7358513401266044,0.637394746411057
207,Patrick Reed,0.22700003286667675,0.5406501618168742,0.31364468236481935
208,Patrick Rodgers,0.1640604014858809,0.017142706644953227,-0.14690983393471063
209,Patton Kizzire,0.145490916315831,-0.07057027169605451,-0.21604943838722945
210,Paul Casey,-0.02824261737915176,0.5520842061414615,0.5803374904329696
211,Peter Malnati,0.21073284848903212,-0.01153162353008989,-0.22225455481799544
212,Peter Uihlein,0.07278485893416928,-0.0066807603890362485,-0.07946911421911422
213,Phil Mickelson,0.05712264179693711,0.12447074581678717,0.06735457018526358
214,Rafa Cabrera Bello,0.1173829278149387,0.09709910395763655,-0.02028701226309921
215,Rafael Campos,-0.006643902439024391,-0.08833902439024391,-0.08168780487804878
216,Retief Goosen,-0.08362073170731708,-0.08865530487804879,-0.005051768292682926
217,Rhein Gibson,0.10559148606811145,-0.20050077399380806,-0.30608931888544894
218,Richy Werenski,0.05183364287123738,-0.031065811006853697,-0.08289774314923773
219,Rick Lamb,-0.02537105263157895,-0.08240000000000001,-0.05703421052631579
220,Rickie Fowler,0.18152320189384566,0.5141166030388822,0.3325940511023918
221,Ricky Barnes,0.05974363636363637,-0.03920031746031746,-0.09894525252525253
222,Rob Oppenheim,-0.04688005291005291,-0.1235280291005291,-0.07663453703703704
223,Robby Shelton,-0.047374425500370645,-0.08055179145045714,-0.03316753150481838
224,Robert Garrigus,-0.10248725490196078,0.003992647058823531,0.10648196078431373
225,Robert Streb,-0.07092425595238096,-0.24050595238095238,-0.16957502976190478
226,Roberto Castro,-0.05263399044205497,-0.055174850657108726,-0.00254247311827957
227,Roberto Díaz,0.032958473389355744,-0.09567528011204482,-0.12863179271708683
228,Rod Pampling,-0.17354351564424736,-0.2947918206454792,-0.12125459719142648
229,Roger Sloan,-0.0018028498666019886,-0.021427606112054333,-0.0196182900800388
230,Rory McIlroy,0.029735069290874248,0.7651436876504989,0.735417842400118
231,Rory Sabbatini,0.0017941098726822653,0.12971578023981384,0.12792167927492626
232,Russell Henley,0.013943302665362825,0.3452168309617736,0.33129072546705624
233,Russell Knox,-0.12230516884447575,0.09728919258198011,0.2195972416925746
234,Ryan Armour,0.0038609046222966847,0.06641236600162453,0.06255002015009983
235,Ryan Blaum,0.05522110433604337,-0.012992716802168021,-0.06821521002710026
236,Ryan Brehm,-0.09838399725274727,-0.2120908035714286,-0.11369616071428572
237,Ryan Moore,-0.019391809954751132,0.2626921987163164,0.28208968090732794
238,Ryan Palmer,-0.18195780959740335,0.10074961814424734,0.2827033250497265
239,Ryo Ishikawa,-0.020395348837209303,-0.11319069767441861,-0.09279767441860465
240,Sam Burns,0.135767358801553,0.16261585305105852,0.026857957658779574
241,Sam Ryder,0.009825224089635858,0.038510364145658255,0.028696610644257697
242,Sam Saunders,0.015001003180817226,-0.006882334230486915,-0.02188049914362613
243,Sangmoon Bae,0.0217,-0.06335,-0.0850525
244,Satoshi Kodaira,-0.11317750632511071,-0.3605421110056926,-0.2473579917773561
245,Scott Brown,0.024657267666610812,-0.16044739024705323,-0.18509929689333
246,Scott Harrington,-0.008477248677248679,-0.09082645502645503,-0.08234259259259259
247,Scott Langley,0.012995312500000002,-0.07671875,-0.08971562500000001
248,Scott Piercy,-0.16430028331332533,0.024320061224489778,0.18864091956782716
249,Scott Stallings,-0.06702139012208656,0.05426774278579356,0.12129312708102108
250,Scottie Scheffler,-0.0030297619047619053,0.20103238095238093,0.20406880952380957
251,Seamus Power,0.10044390900055038,0.13181740493851501,0.03137041244650353
252,Sean O'Hair,-0.03650993848257006,-0.045391709956709964,-0.00887612326270221
253,Sebastian Cappelen,0.010473383458646617,-0.2597823308270677,-0.27025022556390976
254,Sebastián Muñoz,0.05362182728320369,0.15485411489844425,0.10123537795303948
255,Sepp Straka,0.04003768689597388,0.10576727532756454,0.06573671034193837
256,Sergio Garcia,-0.15512644955579485,0.3110163539843855,0.4661478567943196
257,Seth Reeves,-0.04745094339622642,-0.14389622641509434,-0.09644716981132076
258,Seung-Yul Noh,0.024390666666666668,0.01861866666666667,-0.0057733333333333334
259,Shane Lowry,-0.0325748427441152,0.23994587326158534,0.27252197650990223
260,Shawn Stefani,-0.025000698924731186,0.015658494623655914,0.04065591397849463
261,Si Woo Kim,-0.08821467884576115,-0.01868090070844003,0.06954111054387041
262,Smylie Kaufman,-0.013669841269841271,-0.017703174603174606,-0.004036507936507937
263,Spencer Levin,0.002956716417910448,-0.040016417910447764,-0.04297462686567164
264,Stephan Jaeger,-0.023509273182957396,-0.018284544695071014,0.005221219715956558
265,Steve Wheatcroft,0.03507217391304348,-0.050134565217391305,-0.08520771739130434
266,Steven Alker,-0.03089607843137255,-0.04118627450980392,-0.01029607843137255
267,Steven Bowditch,-0.014988888888888892,-0.2888644444444445,-0.2738755555555556
268,Stewart Cink,0.022593485280151957,0.20403439327578632,0.18144322518461825
269,Sung Kang,-0.05705754732798859,-0.2585896126459979,-0.20152193211306624
270,Sungjae Im,0.08477028430603788,0.27833954049512716,0.19357331948022855
271,Søren Kjeldsen,0.047297058823529414,-0.018229411764705883,-0.06552941176470588
272,Tag Ridings,0.020257999999999998,0.0030080000000000003,-0.017254000000000002
273,Talor Gooch,0.05952483275035626,0.13107155091333075,0.07156323367664205
274,Ted Potter Jr.,-0.11046207937093333,-0.3081551497589632,-0.19768958883239818
275,Tiger Woods,0.026615254237288135,0.15958305084745764,0.13296271186440675
276,Tim Wilkinson,-0.007605978260869567,-0.011741032608695653,-0.004134103260869566
277,Tom Hoge,-0.0487757496185207,0.003276238871570198,0.05205045344548357
278,Tom Lewis,-0.01260857142857143,-0.017531428571428573,-0.004917142857142858
279,Tom Lovelady,-0.004942028985507246,-0.018952173913043477,-0.01401014492753623
280,Tommy Fleetwood,0.07933307790160983,0.35121348317010026,0.2718839766970618
281,Tony Finau,0.022487931748101243,0.5722533976370983,0.5497736956326787
282,Trey Mullinax,-0.03384403013182674,-0.023800868980360507,0.010046233521657254
283,Troy Merritt,0.08978041629603274,0.047211457703255647,-0.04255537715708947
284,Tyler Duncan,-0.1734807066455312,-0.12743461167162923,0.0460471909831559
285,Tyler McCumber,-0.14320038986354777,-0.12608752436647175,0.017119200779727096
286,Tyrone Van Aswegen,-0.032954156626506026,-0.054012319277108436,-0.021059412650602412
287,Tyrrell Hatton,0.06456441683056202,0.39970400202634243,0.3351443471005424
288,Vaughn Taylor,0.12814703530247548,0.09772042162483671,-0.03040443833010751
289,Viktor Hovland,0.0005823645320197053,0.2105165024630542,0.20993901477832516
290,Vincent Whaley,0.04425529556650246,-0.07889802955665025,-0.12314987684729066
291,Webb Simpson,0.23734374491672544,0.6731608952759849,0.4358285463759169
292,Wes Roach,-0.05050695732838589,-0.0890410018552876,-0.03854267161410018
293,Wesley Bryan,0.069938884644767,-0.045211764705882354,-0.1151454290807232
294,Whee Kim,0.09128902464249114,-0.19342940833576217,-0.28472391243030815
295,Will Gordon,-0.03399211229946524,-0.02667794117647059,0.007317112299465245
296,Will Zalatoris,-0.006626470588235295,0.11178823529411766,0.11841911764705884
297,William McGirt,0.017455833333333337,0.008069999999999999,-0.009387166666666667
298,Wyndham Clark,0.11519074314858781,-0.029875576927916522,-0.14505420312224748
299,Xander Schauffele,0.16880356004174826,0.6007376131002639,0.4319417343639429
300,Xinjun Zhang,-0.07462199643175738,-0.1298418858162355,-0.055203109723461194
301,Zac Blair,0.03409400858829845,-0.053015304347826094,-0.08710190445517982
302,Zach Johnson,0.15703420722697112,0.3233700314032708,0.1663496471323827
303,Zack Sucher,-0.025345833333333335,-0.038129166666666665,-0.012791666666666666
304,Zecheng Dou,-0.06669444444444445,-0.11978333333333334,-0.05308888888888889
