,PLAYER NAME,par4
61,Cam Davis,4.006666666666667
62,Cameron Champ,4.039999999999999
63,Cameron Percy,4.018
64,Cameron Smith,4.031666666666666
65,Cameron Tringale,4.034285714285714
66,Camilo Villegas,4.0525
67,Carl Pettersson,4.08
68,Carlos Ortiz,4.037999999999999
69,Chad Campbell,4.04
70,Chad Collins,4.0633333333333335
71,Charl Schwartzel,4.0520000000000005
72,Charles Howell III,4.0042857142857144
73,Charley Hoffman,4.0285714285714285
74,Charlie Beljan,4.12
75,Chase Seiffert,4.02
76,Chase Wright,4.02
77,Chesson Hadley,4.043333333333333
78,Chez Reavie,4.001428571428571
79,Chris Baker,4.029999999999999
80,Chris Kirk,4.0120000000000005
81,Chris Stroud,4.044999999999999
82,Cody Gribble,4.09
83,Collin Morikawa,3.99
84,Colt Knost,4.029999999999999
85,Conrad Shindler,4.06
86,Corey Conners,4.0075
87,Curtis Luck,4.02
88,D.A. Points,4.0725
89,D.H. Lee,4.16
90,D.J. Trahan,4.029999999999999
91,Daniel Berger,3.9971428571428573
92,Daniel Summerhays,4.0625
93,Danny Lee,4.041428571428572
94,Danny Willett,4.076666666666667
95,David Hearn,4.022857142857142
96,David Lingmerth,4.0375
97,David Toms,4.029999999999999
98,Davis Love III,4.05
99,Dawie van der Walt,4.07
100,Denny McCarthy,4.015000000000001
101,Derek Ernst,4.06
102,Derek Fathauer,4.075
103,Dicky Pride,4.08
104,Doc Redman,3.995
105,Dominic Bozzelli,4.035
106,Doug Ghim,4.0
107,Dustin Johnson,3.974285714285714
108,Dylan Frittelli,4.016666666666667
109,Emiliano Grillo,4.0183333333333335
110,Eric Axley,4.08
111,Erik Compton,4.075
112,Erik van Rooyen,4.02
113,Ernie Els,4.1000000000000005
114,Ethan Tracy,4.06
115,Fabián Gómez,4.047142857142857
116,Francesco Molinari,4.022
117,Freddie Jacobson,4.0649999999999995
118,Gary Woodland,4.0285714285714285
119,Geoff Ogilvy,4.073333333333333
120,George McNeill,4.055
121,Gonzalo Fernandez-Castaño,4.0600000000000005
122,Graeme McDowell,4.07
123,Graham DeLaet,4.033333333333332
124,Grayson Murray,4.09
125,Greg Chalmers,4.090000000000001
126,Greg Owen,4.035
127,Hank Lebioda,4.036666666666666
128,Harold Varner III,4.036666666666667
129,Harris English,4.017142857142857
130,Harry Higgs,4.005
131,Heath Slocum,4.1
132,Henrik Norlander,4.02
133,Henrik Stenson,3.9899999999999998
134,Hideki Matsuyama,3.9857142857142853
135,Hiroshi Iwata,4.1
136,Hudson Swafford,4.038333333333333
137,Hunter Mahan,4.048333333333333
138,Ian Poulter,4.0200000000000005
139,J.B. Holmes,4.055
140,J.J. Henry,4.068
141,J.J. Spaun,4.044
142,J.T. Poston,4.024
143,James Hahn,4.028333333333333
144,Jamie Donaldson,4.08
145,Jamie Lovemark,4.013333333333333
146,Jason Bohn,4.03
147,Jason Day,4.001428571428571
148,Jason Dufner,4.029999999999999
149,Jason Gore,4.04
150,Jason Kokrak,4.027142857142857
151,Jeff Overton,4.045
152,Jerry Kelly,4.025
153,Jhonattan Vegas,4.034285714285714
154,Jim Furyk,4.021666666666667
155,Jim Herman,4.056666666666667
156,Jim Knous,4.04
157,Jim Renner,4.13
158,Jimmy Walker,4.065714285714286
159,Joaquin Niemann,3.9899999999999998
160,Joel Dahmen,4.0024999999999995
161,Joey Garber,4.01
162,John Chin,4.07
163,John Huh,4.038
164,John Merrick,4.05
165,John Peterson,4.01
166,John Senden,4.039999999999999
167,Johnson Wagner,4.023999999999999
168,Jon Curran,4.035
169,Jon Rahm,3.964
170,Jonas Blixt,4.062
171,Jonathan Byrd,4.0200000000000005
172,Jonathan Randolph,4.08
173,Jordan Spieth,3.981428571428571
174,Joseph Bramlett,4.029999999999999
175,Josh Teater,4.0
176,José de Jesús Rodríguez,4.01
177,Julián Etulain,4.045
178,Justin Leonard,4.06
179,Justin Rose,4.015714285714286
180,Justin Thomas,3.974285714285714
181,K.H. Lee,4.03
182,K.J. Choi,4.0649999999999995
183,Keegan Bradley,4.032857142857142
184,Keith Mitchell,4.035
185,Kelly Kraft,4.0600000000000005
186,Ken Duke,4.086666666666667
187,Kevin Chappell,4.038
188,Kevin Kisner,4.0128571428571425
189,Kevin Na,4.005714285714285
190,Kevin Streelman,4.011428571428572
191,Kevin Tway,4.04
192,Kiradech Aphibarnrat,4.05
193,Kramer Hickok,4.026666666666666
194,Kris Ventura,4.045
195,Kyle Jones,4.06
196,Kyle Reifers,4.036666666666666
197,Kyle Stanley,4.011666666666667
198,Kyle Thompson,4.08
199,Lanto Griffin,4.033333333333334
200,Lee Westwood,4.035
201,Louis Oosthuizen,4.018571428571429
202,Lucas Glover,4.0200000000000005
203,Luke Donald,4.055
204,Luke Guthrie,4.05
205,Luke List,4.045
206,Mackenzie Hughes,4.042
207,Marc Leishman,4.031428571428572
208,Mark Anderson,4.036666666666666
209,Mark Hubbard,4.05
210,Mark Wilson,4.055
211,Martin Flores,4.05
212,Martin Laird,4.027142857142858
213,Martin Piller,4.08
214,Martin Trainer,4.153333333333333
215,Matt Atkins,4.06
216,Matt Every,4.125
217,Matt Fitzpatrick,4.033333333333333
218,Matt Jones,4.032857142857142
219,Matt Kuchar,3.997142857142857
220,Matt Wallace,4.075
221,Matthew NeSmith,4.015000000000001
222,Matthew Wolff,4.039999999999999
223,Maverick McNealy,4.0
224,Max Homa,4.0625
225,Michael Gellerman,4.0600000000000005
226,Michael Gligic,4.045
227,Michael Kim,4.092
228,Michael Putnam,4.06
229,Michael Thompson,4.045714285714285
230,Miguel Angel Carballo,4.1
231,Morgan Hoffmann,4.05
232,Nate Lashley,4.0325
233,Nelson Ledesma,4.075
234,Nicholas Lindheim,4.07
235,Nicholas Thompson,4.05
236,Nick Taylor,4.032857142857144
237,Nick Watney,4.038333333333333
238,Ollie Schniederjans,4.043333333333334
239,Oscar Fraustro,4.08
240,Padraig Harrington,4.07
241,Pat Perez,4.015
242,Patrick Cantlay,3.9799999999999995
243,Patrick Reed,3.9957142857142856
244,Patrick Rodgers,4.035714285714286
245,Patton Kizzire,4.043333333333334
246,Paul Casey,3.9971428571428578
247,Peter Malnati,4.038333333333333
248,Peter Uihlein,4.016666666666667
249,Phil Mickelson,4.04
250,Rafa Cabrera Bello,4.029999999999999
251,Rafael Campos,4.06
252,Retief Goosen,4.069999999999999
253,Rhein Gibson,4.08
254,Richy Werenski,4.034
255,Rick Lamb,4.09
256,Rickie Fowler,4.002857142857143
257,Ricky Barnes,4.0625
258,Rob Oppenheim,4.06
259,Robby Shelton,4.0649999999999995
260,Robert Allenby,4.13
261,Robert Garrigus,4.0475
262,Robert Streb,4.048571428571429
263,Roberto Castro,4.045
264,Roberto Díaz,4.039999999999999
265,Rod Pampling,4.085
266,Roger Sloan,4.0375
267,Rory McIlroy,3.986666666666667
268,Rory Sabbatini,4.025714285714285
269,Russell Henley,4.004285714285714
270,Russell Knox,4.01
271,Ryan Armour,4.014
272,Ryan Blaum,4.036666666666666
273,Ryan Brehm,4.066666666666666
274,Ryan Moore,4.008333333333333
275,Ryan Palmer,4.022857142857143
276,Ryo Ishikawa,4.05
277,Sam Burns,4.003333333333334
278,Sam Ryder,4.0125
279,Sam Saunders,4.055999999999999
280,Sangmoon Bae,4.06
281,Satoshi Kodaira,4.073333333333333
282,Scott Brown,4.045714285714286
283,Scott Harrington,4.07
284,Scott Langley,4.0633333333333335
285,Scott Piercy,4.027142857142858
286,Scott Pinckney,4.05
287,Scott Stallings,4.035714285714286
288,Scottie Scheffler,3.965
289,Seamus Power,4.013999999999999
290,Sean O'Hair,4.037999999999999
291,Sebastian Cappelen,4.07
292,Sebastián Muñoz,4.0225
293,Sepp Straka,4.013333333333333
294,Sergio Garcia,4.010000000000001
295,Seth Reeves,4.07
296,Seung-Yul Noh,4.056666666666666
297,Shane Lowry,4.040000000000001
298,Shawn Stefani,4.0280000000000005
299,Si Woo Kim,4.035
300,Smylie Kaufman,4.0649999999999995
301,Spencer Levin,4.036666666666666
302,Stephan Jaeger,4.05
303,Steve Marino,4.04
304,Steve Stricker,4.01
305,Steve Wheatcroft,4.0475
306,Steven Alker,4.045
307,Steven Bowditch,4.16
308,Stewart Cink,4.02
309,Stuart Appleby,4.04
310,Sung Joon Park,4.09
311,Sung Kang,4.071666666666666
312,Sungjae Im,3.986666666666667
313,Søren Kjeldsen,4.09
314,Tag Ridings,4.02
315,Talor Gooch,4.0225
316,Ted Potter Jr.,4.05
317,Thomas Aiken,4.05
318,Tiger Woods,3.97
319,Tim Wilkinson,4.0275
320,Tom Hoge,4.035714285714286
321,Tom Lewis,4.07
322,Tom Lovelady,4.06
323,Tommy Fleetwood,4.0025
324,Tony Finau,3.9985714285714287
325,Trey Mullinax,4.033333333333332
326,Troy Merritt,4.035714285714286
327,Tyler Aldridge,4.06
328,Tyler Duncan,4.050000000000001
329,Tyler McCumber,4.0600000000000005
330,Tyrone Van Aswegen,4.0575
331,Tyrrell Hatton,3.9975
332,Vaughn Taylor,4.025
333,Vijay Singh,4.07
334,Viktor Hovland,3.9850000000000003
335,Vincent Whaley,4.029999999999999
336,Webb Simpson,3.9728571428571433
337,Wes Roach,4.046666666666667
338,Wesley Bryan,4.055
339,Whee Kim,4.0600000000000005
340,Will Gordon,4.029999999999999
341,Will MacKenzie,4.04
342,Will Wilcox,3.995
343,Will Zalatoris,4.0
344,William McGirt,4.0175
345,Wyndham Clark,4.05
346,Xander Schauffele,3.992
347,Xinjun Zhang,4.0633333333333335
348,Zac Blair,4.04
349,Zach Johnson,4.008571428571429
350,Zack Sucher,4.04
351,Zecheng Dou,4.13
352,Ángel Cabrera,4.115
